Previous_Sem_Mark,Attendance,Arrears_Count,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Media_Usage,Stress_Level,Internet_Access,Hostel_or_DayScholar,Travel_Time_Minutes,Part_Time_Job,Next_Sem_Mark,Result
40,63,4,8.5,6.3,Medium,Low,Limited,Hosteller,77,No,19,Fail
38,100,4,7.4,3.1,Medium,Medium,Unlimited,DayScholar,98,Yes,15,Fail
40,84,8,5.2,6.2,Medium,Medium,Limited,DayScholar,74,Yes,18,Fail
38,77,4,6.8,4.8,Low,High,Unlimited,DayScholar,99,No,28,Fail
46,69,0,9.2,3.2,Medium,Low,Unlimited,Hosteller,15,No,33,Fail
53,92,5,7.0,5.3,Medium,High,Limited,Hosteller,28,No,32,Fail
51,96,6,9.3,8.1,Medium,High,Limited,DayScholar,99,Yes,32,Fail
30,97,4,7.0,6.1,Medium,High,Unlimited,DayScholar,24,No,19,Fail
49,79,0,4.9,4.5,High,Medium,Limited,Hosteller,14,Yes,29,Fail
34,55,5,9.7,5.1,Medium,Low,Limited,Hosteller,21,No,15,Fail
38,72,2,7.5,4.1,Low,Low,Unlimited,DayScholar,13,No,27,Fail
31,89,6,9.9,8.2,Medium,High,Limited,Hosteller,51,Yes,13,Fail
44,90,4,3.8,6.9,Medium,Medium,Unlimited,Hosteller,42,No,22,Fail
34,73,2,3.6,4.4,Low,Low,Limited,DayScholar,25,No,14,Fail
39,93,0,9.3,5.3,Medium,Low,Unlimited,DayScholar,71,Yes,31,Fail
43,67,3,6.7,3.2,Medium,Medium,Limited,Hosteller,16,No,21,Fail
34,82,5,6.5,8.1,Low,High,Unlimited,Hosteller,43,No,11,Fail
43,88,2,6.5,6.9,High,Medium,Unlimited,DayScholar,65,No,20,Fail
32,81,0,9.2,6.4,High,Medium,Unlimited,Hosteller,73,No,20,Fail
30,96,6,5.2,4.1,High,Medium,Unlimited,DayScholar,115,Yes,5,Fail
48,100,8,7.5,7.0,Low,Low,Limited,DayScholar,40,No,31,Fail
36,75,0,5.6,6.2,High,High,Limited,Hosteller,54,No,16,Fail
46,82,2,3.1,4.4,High,Low,Limited,DayScholar,110,Yes,22,Fail
39,85,4,1.4,7.2,Low,Medium,Limited,Hosteller,92,No,19,Fail
33,84,10,8.9,3.5,Medium,High,Limited,DayScholar,57,No,17,Fail
36,72,1,9.9,7.6,Medium,Low,Limited,Hosteller,61,No,26,Fail
31,90,3,8.6,5.4,Medium,Low,Limited,Hosteller,74,Yes,28,Fail
34,80,0,8.4,3.1,High,High,Limited,DayScholar,111,No,18,Fail
32,98,3,5.0,5.7,Low,High,Limited,Hosteller,62,Yes,8,Fail
50,83,7,6.9,8.5,Medium,Medium,Limited,Hosteller,15,No,30,Fail
31,78,4,1.5,8.5,Low,Medium,Unlimited,Hosteller,119,Yes,7,Fail
34,81,7,4.2,6.7,Medium,Low,Unlimited,DayScholar,80,No,10,Fail
36,53,3,8.7,7.8,Medium,Medium,Unlimited,DayScholar,103,No,18,Fail
40,69,3,1.5,5.8,Low,Low,Limited,Hosteller,14,Yes,16,Fail
40,90,7,3.1,5.2,Low,Low,Unlimited,DayScholar,110,Yes,22,Fail
40,77,6,9.1,9.7,Low,Medium,Limited,DayScholar,70,Yes,24,Fail
52,80,9,7.3,7.3,Low,High,Limited,Hosteller,13,Yes,28,Fail
49,82,6,3.2,6.5,Low,High,Limited,Hosteller,5,Yes,26,Fail
57,93,5,2.8,5.5,Medium,Low,Unlimited,DayScholar,35,Yes,33,Fail
47,81,7,0.3,6.9,Medium,Low,Unlimited,Hosteller,0,No,26,Fail
37,56,0,4.3,6.6,Medium,Low,Limited,Hosteller,95,No,12,Fail
36,71,7,6.0,4.8,Low,Low,Limited,Hosteller,79,No,11,Fail
40,63,0,5.0,9.2,Low,Low,Limited,Hosteller,111,Yes,20,Fail
45,94,2,2.8,8.7,Medium,Low,Limited,Hosteller,85,Yes,24,Fail
51,94,6,1.3,4.3,Low,Medium,Unlimited,Hosteller,111,No,28,Fail
35,99,3,9.4,8.2,Medium,Low,Unlimited,DayScholar,91,Yes,21,Fail
33,96,8,0.6,7.5,Medium,Low,Limited,DayScholar,59,No,11,Fail
37,58,0,7.6,4.7,Low,High,Unlimited,DayScholar,70,No,20,Fail
31,84,7,8.9,3.7,Medium,Low,Limited,Hosteller,58,Yes,19,Fail
46,78,7,4.2,5.6,Low,Medium,Unlimited,DayScholar,3,No,30,Fail
41,83,10,9.7,4.7,High,Low,Limited,DayScholar,104,Yes,21,Fail
31,89,10,5.4,9.0,Medium,Low,Unlimited,DayScholar,88,No,11,Fail
32,67,1,7.8,3.1,Medium,High,Limited,DayScholar,50,No,11,Fail
31,81,2,7.1,9.7,High,Low,Limited,DayScholar,120,Yes,8,Fail
45,75,4,7.9,8.6,High,Medium,Limited,DayScholar,30,Yes,20,Fail
31,68,10,6.0,6.0,Medium,Low,Unlimited,DayScholar,23,No,15,Fail
30,82,6,6.7,9.0,Medium,High,Unlimited,Hosteller,16,Yes,12,Fail
44,98,3,9.3,5.1,Medium,High,Unlimited,DayScholar,86,Yes,23,Fail
50,76,4,5.1,6.3,High,Medium,Limited,DayScholar,55,Yes,27,Fail
35,68,1,9.7,8.0,High,High,Limited,DayScholar,45,No,19,Fail
42,86,3,5.8,5.6,Low,Medium,Unlimited,Hosteller,50,No,25,Fail
41,51,0,3.9,4.8,Medium,Medium,Unlimited,DayScholar,108,Yes,18,Fail
45,100,9,3.8,5.6,Low,Medium,Unlimited,Hosteller,22,No,27,Fail
51,75,7,8.9,5.4,Medium,Medium,Limited,DayScholar,61,Yes,29,Fail
30,52,5,5.6,7.9,Medium,Medium,Unlimited,Hosteller,48,Yes,9,Fail
30,77,7,5.4,4.0,Low,Medium,Unlimited,DayScholar,83,No,11,Fail
55,99,2,7.6,9.2,Low,Medium,Limited,Hosteller,72,Yes,30,Fail
30,51,2,6.5,8.3,Low,Low,Limited,DayScholar,66,No,26,Fail
37,97,8,8.4,5.4,Low,Low,Limited,Hosteller,73,Yes,23,Fail
32,72,6,7.6,7.9,Medium,Medium,Limited,DayScholar,62,No,8,Fail
44,84,4,6.6,8.3,Low,High,Limited,Hosteller,35,No,20,Fail
38,70,7,9.5,5.6,Medium,Medium,Limited,Hosteller,35,Yes,13,Fail
32,83,1,10.0,5.5,High,Medium,Limited,DayScholar,18,Yes,24,Fail
31,54,2,5.4,9.7,Low,Medium,Limited,Hosteller,56,Yes,7,Fail
33,86,9,3.4,8.0,Low,Low,Unlimited,Hosteller,116,No,14,Fail
30,78,5,7.6,4.9,Medium,High,Unlimited,Hosteller,26,Yes,5,Fail
48,88,9,8.9,7.7,Low,High,Limited,DayScholar,28,No,29,Fail
39,58,3,4.5,6.4,Low,High,Limited,Hosteller,46,No,15,Fail
35,91,2,2.6,4.1,Medium,Low,Unlimited,Hosteller,62,No,15,Fail
30,79,4,9.8,6.8,High,Medium,Unlimited,Hosteller,72,Yes,16,Fail
43,90,5,2.1,6.4,Low,Medium,Limited,Hosteller,119,Yes,21,Fail
57,56,7,7.0,4.9,Medium,Low,Limited,Hosteller,5,No,32,Fail
34,92,8,7.8,3.5,Medium,Medium,Limited,Hosteller,32,No,23,Fail
35,81,4,3.9,8.3,Medium,Low,Unlimited,DayScholar,0,No,18,Fail
35,86,0,4.2,4.5,High,High,Limited,Hosteller,84,No,18,Fail
38,88,0,2.0,9.8,High,Medium,Unlimited,DayScholar,1,Yes,16,Fail
37,81,4,6.6,8.9,Medium,Medium,Limited,DayScholar,33,Yes,23,Fail
31,86,0,2.4,5.6,High,Medium,Unlimited,Hosteller,91,Yes,8,Fail
33,84,1,10.0,9.8,Low,Medium,Unlimited,Hosteller,4,No,32,Fail
36,95,3,2.2,4.7,Low,Low,Unlimited,DayScholar,106,No,20,Fail
51,83,1,7.2,9.4,High,Medium,Unlimited,DayScholar,87,No,34,Fail
36,95,1,0.9,5.9,Medium,Medium,Unlimited,Hosteller,99,No,21,Fail
37,86,3,4.6,6.8,Low,Low,Unlimited,DayScholar,17,Yes,33,Fail
53,98,0,7.1,5.5,High,High,Unlimited,Hosteller,109,No,31,Fail
38,81,2,5.8,7.2,Medium,Low,Limited,Hosteller,111,No,31,Fail
38,68,3,8.1,5.7,Low,High,Limited,Hosteller,40,No,13,Fail
31,77,5,7.8,5.8,Low,Low,Unlimited,Hosteller,33,Yes,24,Fail
42,89,5,2.8,7.4,Low,Medium,Unlimited,DayScholar,80,No,30,Fail
33,64,3,9.0,6.6,Medium,Low,Limited,DayScholar,11,Yes,27,Fail
39,76,0,1.6,8.9,Medium,High,Limited,Hosteller,117,Yes,15,Fail
36,90,7,2.8,8.2,Low,Medium,Limited,DayScholar,5,Yes,11,Fail
44,95,9,8.6,8.5,Medium,Medium,Unlimited,DayScholar,28,Yes,29,Fail
31,53,0,8.4,3.4,Low,Medium,Unlimited,DayScholar,1,No,18,Fail
40,72,3,3.6,9.0,Medium,Medium,Limited,DayScholar,17,No,22,Fail
34,94,2,1.7,9.7,Low,High,Unlimited,Hosteller,10,No,10,Fail
54,82,4,3.8,6.4,Low,Low,Unlimited,Hosteller,2,Yes,34,Fail
53,68,9,7.0,5.6,Low,Low,Limited,Hosteller,13,No,32,Fail
35,62,2,7.5,8.3,Low,Medium,Unlimited,Hosteller,6,Yes,20,Fail
35,95,6,2.6,8.9,Low,Medium,Unlimited,DayScholar,42,Yes,14,Fail
42,91,3,7.0,6.5,Low,Medium,Limited,Hosteller,73,Yes,28,Fail
51,72,0,7.9,6.3,Medium,Medium,Unlimited,Hosteller,7,No,30,Fail
39,66,10,6.1,7.7,Low,Medium,Unlimited,Hosteller,24,No,14,Fail
30,83,4,0.2,5.0,Low,Medium,Limited,Hosteller,67,No,15,Fail
31,96,7,5.5,6.4,High,Medium,Limited,Hosteller,83,No,7,Fail
47,75,3,2.6,5.1,Low,Low,Limited,Hosteller,50,Yes,31,Fail
32,65,4,9.2,7.0,Low,Low,Limited,DayScholar,64,Yes,8,Fail
33,62,2,8.5,6.5,Low,High,Unlimited,DayScholar,29,Yes,22,Fail
50,60,1,4.0,5.9,Low,Medium,Unlimited,DayScholar,98,No,28,Fail
48,68,0,9.8,3.9,Low,Medium,Limited,DayScholar,72,No,33,Fail
44,93,8,6.1,4.5,Medium,Medium,Unlimited,DayScholar,118,No,24,Fail
33,87,5,3.6,6.9,Medium,Medium,Unlimited,DayScholar,105,No,8,Fail
40,100,4,8.3,3.2,Low,Low,Limited,DayScholar,101,Yes,33,Fail
32,88,0,2.0,8.8,Medium,Medium,Limited,Hosteller,60,No,12,Fail
43,73,5,9.6,7.7,Low,High,Unlimited,DayScholar,52,Yes,24,Fail
32,94,4,4.0,4.5,High,Medium,Limited,DayScholar,51,Yes,7,Fail
34,99,6,5.1,4.1,Low,Low,Limited,Hosteller,96,No,15,Fail
53,98,1,3.6,4.9,Medium,Medium,Limited,DayScholar,67,Yes,31,Fail
47,84,2,4.4,6.5,Low,Low,Unlimited,Hosteller,71,No,33,Fail
48,82,8,8.0,8.7,Low,Low,Limited,Hosteller,117,No,34,Fail
34,100,1,4.5,5.4,Medium,Low,Unlimited,Hosteller,23,No,34,Fail
52,57,4,9.8,4.4,Low,High,Unlimited,Hosteller,75,No,29,Fail
42,50,0,7.2,5.8,High,Medium,Unlimited,DayScholar,22,No,27,Fail
30,92,3,3.3,5.3,Medium,High,Limited,Hosteller,41,No,15,Fail
32,92,10,8.4,8.3,High,Low,Limited,DayScholar,81,Yes,13,Fail
39,86,1,1.8,5.3,Low,High,Unlimited,DayScholar,14,Yes,20,Fail
41,57,4,6.1,7.3,Low,Medium,Limited,DayScholar,67,No,24,Fail
46,80,0,4.3,6.2,Low,Medium,Unlimited,Hosteller,82,Yes,26,Fail
57,100,7,1.7,4.6,Medium,Low,Limited,DayScholar,77,No,34,Fail
32,56,1,9.0,8.9,High,High,Limited,DayScholar,19,No,14,Fail
31,61,0,5.0,3.9,Low,Low,Limited,Hosteller,118,Yes,10,Fail
32,89,1,7.5,7.0,Low,Low,Limited,Hosteller,36,No,31,Fail
48,68,6,9.4,5.4,Low,Medium,Limited,DayScholar,59,No,31,Fail
31,63,8,9.0,10.0,Low,Low,Limited,Hosteller,101,No,7,Fail
43,92,1,2.9,6.7,Low,Medium,Unlimited,DayScholar,24,Yes,32,Fail
58,98,9,4.9,4.7,Low,Low,Limited,DayScholar,120,Yes,33,Fail
36,80,1,2.1,7.8,Low,Medium,Limited,Hosteller,60,Yes,15,Fail
50,82,3,5.7,6.7,Low,High,Unlimited,Hosteller,87,No,29,Fail
35,77,7,8.4,5.1,High,Low,Limited,DayScholar,104,No,27,Fail
37,91,2,9.4,6.9,High,Low,Unlimited,DayScholar,120,No,24,Fail
53,63,3,5.3,8.9,Low,Medium,Unlimited,Hosteller,36,Yes,32,Fail
35,81,5,8.5,8.3,Medium,High,Unlimited,DayScholar,116,No,27,Fail
39,72,6,9.3,8.9,Low,High,Unlimited,DayScholar,13,No,28,Fail
55,64,2,4.8,9.0,Low,Medium,Limited,DayScholar,23,Yes,33,Fail
44,100,2,8.4,3.5,High,Low,Limited,Hosteller,27,No,29,Fail
34,57,0,3.3,4.5,Medium,Medium,Limited,DayScholar,19,No,18,Fail
48,81,5,6.9,4.6,Low,High,Limited,DayScholar,107,Yes,30,Fail
48,95,8,6.3,5.7,Low,High,Unlimited,Hosteller,18,No,29,Fail
40,75,2,0.8,8.7,Low,Medium,Unlimited,DayScholar,11,Yes,24,Fail
34,80,6,0.8,8.7,Medium,Low,Limited,DayScholar,60,Yes,15,Fail
48,92,4,7.3,4.2,High,Medium,Limited,Hosteller,6,No,34,Fail
44,58,1,9.7,3.1,Medium,Low,Limited,Hosteller,73,Yes,23,Fail
39,51,3,9.5,7.3,High,Medium,Limited,DayScholar,113,Yes,18,Fail
51,76,6,7.2,9.7,High,Low,Unlimited,DayScholar,30,No,28,Fail
31,78,4,1.7,5.7,Low,High,Unlimited,DayScholar,98,No,7,Fail
44,81,6,2.2,6.4,Medium,Low,Limited,DayScholar,6,Yes,19,Fail
30,94,0,1.4,8.7,Medium,Low,Unlimited,Hosteller,86,No,10,Fail
32,50,4,4.6,4.2,Low,Medium,Limited,Hosteller,46,Yes,14,Fail
49,76,2,9.4,9.3,Low,High,Limited,Hosteller,103,No,28,Fail
38,87,2,8.2,3.5,Low,High,Unlimited,DayScholar,81,Yes,21,Fail
51,50,6,8.4,3.9,Low,Low,Limited,Hosteller,83,No,26,Fail
54,62,1,5.3,4.0,Medium,Low,Unlimited,DayScholar,116,No,29,Fail
34,55,3,9.9,9.1,Medium,Low,Unlimited,DayScholar,58,No,20,Fail
33,69,2,6.5,6.5,Medium,Low,Limited,Hosteller,43,No,23,Fail
32,94,5,6.2,8.9,Low,Medium,Limited,Hosteller,82,No,15,Fail
36,78,2,9.4,8.2,Low,High,Unlimited,Hosteller,69,Yes,28,Fail
32,99,2,8.4,8.2,Medium,Medium,Unlimited,DayScholar,9,No,29,Fail
41,76,1,8.2,7.2,Medium,High,Limited,Hosteller,40,Yes,22,Fail
33,91,2,7.1,6.3,High,Low,Limited,Hosteller,89,No,22,Fail
50,53,0,1.8,4.7,Low,High,Limited,Hosteller,32,No,25,Fail
50,76,0,10.0,8.6,Medium,High,Unlimited,Hosteller,95,No,31,Fail
45,53,2,6.5,8.4,Medium,Low,Limited,DayScholar,23,Yes,25,Fail
38,99,6,8.2,4.4,Low,High,Unlimited,Hosteller,85,No,20,Fail
46,69,5,7.8,7.3,Low,Medium,Unlimited,DayScholar,99,No,24,Fail
32,90,5,5.0,5.7,High,Medium,Limited,DayScholar,15,Yes,8,Fail
42,95,2,7.1,4.1,Low,High,Unlimited,Hosteller,73,Yes,23,Fail
39,95,3,5.0,6.6,Medium,Low,Unlimited,DayScholar,92,No,20,Fail
35,90,3,9.1,4.4,Medium,Medium,Limited,DayScholar,77,Yes,24,Fail
33,63,3,9.5,8.9,Medium,Medium,Unlimited,Hosteller,38,No,12,Fail
36,80,7,9.0,4.9,Medium,Low,Unlimited,DayScholar,95,No,28,Fail
30,70,0,9.5,5.5,Medium,Medium,Unlimited,DayScholar,14,Yes,26,Fail
39,79,4,2.8,8.4,Medium,High,Unlimited,DayScholar,109,No,15,Fail
50,82,5,7.5,5.5,Medium,Low,Unlimited,Hosteller,73,No,27,Fail
32,100,0,9.2,8.0,Low,Low,Unlimited,Hosteller,24,No,33,Fail
40,98,7,9.0,4.5,Low,Medium,Unlimited,Hosteller,84,No,26,Fail
38,82,1,6.4,5.2,Medium,High,Limited,DayScholar,60,No,28,Fail
42,74,1,3.2,8.6,Medium,Low,Limited,DayScholar,43,No,22,Fail
40,66,2,7.3,8.2,Low,High,Limited,DayScholar,41,No,21,Fail
47,69,1,9.3,4.4,High,Medium,Limited,DayScholar,12,No,31,Fail
51,95,0,6.8,3.4,Low,Low,Unlimited,Hosteller,62,No,31,Fail
33,70,6,9.3,8.7,High,High,Limited,DayScholar,15,No,12,Fail
43,75,1,1.9,5.5,Low,Low,Unlimited,DayScholar,93,Yes,29,Fail
30,53,0,2.6,4.2,High,Low,Limited,Hosteller,50,No,9,Fail
48,80,2,6.5,4.4,High,Medium,Unlimited,Hosteller,65,No,31,Fail
40,53,6,5.9,4.2,Medium,Low,Limited,Hosteller,91,No,17,Fail
50,77,7,5.6,5.7,Low,Low,Unlimited,Hosteller,4,No,32,Fail
48,93,1,1.6,5.6,Low,Low,Unlimited,Hosteller,18,Yes,24,Fail
39,94,0,1.7,9.0,Medium,Medium,Limited,Hosteller,107,No,16,Fail
41,82,3,9.2,6.8,Medium,Medium,Limited,DayScholar,108,No,30,Fail
39,70,0,2.1,5.9,High,Low,Unlimited,Hosteller,0,No,16,Fail
45,82,6,2.2,4.4,Low,Medium,Unlimited,DayScholar,85,Yes,20,Fail
32,59,1,7.4,8.4,Low,Medium,Unlimited,Hosteller,41,Yes,17,Fail
40,74,0,5.5,5.2,Low,Medium,Limited,DayScholar,51,No,34,Fail
32,88,7,7.2,3.4,Medium,Low,Limited,Hosteller,33,Yes,10,Fail
30,96,3,9.3,6.0,Low,Low,Limited,Hosteller,104,No,32,Fail
32,99,7,8.9,8.6,Low,High,Unlimited,DayScholar,34,No,24,Fail
41,93,0,9.7,3.2,Medium,Medium,Limited,DayScholar,74,No,33,Fail
42,87,3,9.8,4.9,High,Low,Unlimited,DayScholar,41,Yes,28,Fail
36,56,9,5.9,4.3,Low,Low,Unlimited,Hosteller,38,No,19,Fail
35,71,0,0.5,4.5,Low,Low,Unlimited,Hosteller,57,No,14,Fail
44,83,5,0.1,8.0,Low,Low,Unlimited,DayScholar,111,No,28,Fail
37,78,4,0.0,9.6,Low,Low,Limited,Hosteller,11,Yes,14,Fail
34,56,2,7.4,9.2,Low,Low,Limited,DayScholar,82,Yes,18,Fail
32,79,4,6.8,5.8,Medium,Low,Unlimited,DayScholar,114,No,20,Fail
43,81,8,5.6,4.1,Medium,High,Unlimited,DayScholar,28,No,19,Fail
31,85,9,5.6,6.8,Low,Medium,Unlimited,DayScholar,88,Yes,11,Fail
31,80,9,7.2,7.7,High,Low,Unlimited,DayScholar,57,Yes,9,Fail
46,93,6,3.4,5.5,Low,High,Limited,DayScholar,97,No,26,Fail
51,62,6,9.6,5.1,Low,Medium,Limited,DayScholar,11,No,33,Fail
52,51,0,9.1,3.9,Medium,Medium,Limited,Hosteller,56,No,30,Fail
30,75,8,0.5,9.3,Low,Low,Limited,Hosteller,101,No,5,Fail
46,100,6,7.4,4.1,Medium,High,Unlimited,Hosteller,85,Yes,23,Fail
51,74,2,8.5,7.7,Low,Low,Unlimited,Hosteller,96,Yes,32,Fail
32,80,4,5.8,6.5,High,Low,Limited,DayScholar,24,No,17,Fail
47,65,6,7.3,4.5,Low,Low,Unlimited,Hosteller,85,Yes,25,Fail
34,82,3,4.5,5.4,Low,High,Limited,Hosteller,92,No,9,Fail
50,77,2,9.1,10.0,High,Medium,Unlimited,DayScholar,31,Yes,30,Fail
43,99,10,7.2,8.9,Low,High,Unlimited,Hosteller,97,No,24,Fail
43,79,10,10.0,5.5,Medium,Low,Limited,DayScholar,69,No,32,Fail
37,81,5,8.9,5.0,Medium,Low,Limited,Hosteller,103,No,29,Fail
45,83,9,7.0,8.9,Low,Low,Unlimited,Hosteller,20,Yes,28,Fail
43,89,7,7.1,3.1,Medium,High,Unlimited,DayScholar,15,No,23,Fail
40,54,4,8.9,5.4,Low,High,Limited,Hosteller,21,No,28,Fail
57,61,5,9.8,8.9,Low,Medium,Limited,Hosteller,86,No,32,Fail
44,85,2,8.7,3.4,Medium,High,Unlimited,Hosteller,8,No,22,Fail
43,79,1,3.8,9.4,Low,Medium,Unlimited,DayScholar,94,Yes,22,Fail
53,75,2,4.4,7.6,Medium,Medium,Limited,DayScholar,94,No,28,Fail
37,60,6,8.7,4.8,Low,Medium,Limited,DayScholar,93,No,20,Fail
32,54,6,9.4,6.5,Low,Medium,Limited,DayScholar,15,Yes,17,Fail
30,63,0,9.0,6.5,Medium,High,Limited,DayScholar,114,No,9,Fail
43,97,8,4.1,4.1,Low,Low,Unlimited,Hosteller,51,Yes,24,Fail
42,52,5,9.0,8.7,High,Low,Limited,DayScholar,98,Yes,17,Fail
39,88,3,5.9,6.0,Low,Low,Unlimited,DayScholar,19,Yes,23,Fail
39,61,1,7.6,5.4,Medium,Low,Unlimited,Hosteller,67,Yes,20,Fail
49,77,10,4.1,6.1,Medium,Low,Limited,DayScholar,16,Yes,27,Fail
37,95,2,9.9,6.4,Medium,Medium,Limited,DayScholar,14,No,32,Fail
46,64,4,8.8,8.0,Medium,Low,Limited,DayScholar,117,No,21,Fail
43,77,6,6.9,9.6,High,Medium,Limited,DayScholar,4,No,21,Fail
44,51,6,5.5,4.2,Low,Medium,Limited,DayScholar,54,No,25,Fail
50,100,6,3.3,6.8,Medium,Low,Limited,DayScholar,20,Yes,30,Fail
34,94,7,7.8,8.7,Low,High,Unlimited,DayScholar,1,No,27,Fail
55,93,1,3.7,9.5,Low,High,Unlimited,DayScholar,86,No,30,Fail
48,91,1,4.4,8.3,Medium,Low,Limited,Hosteller,5,No,34,Fail
36,83,8,6.2,6.9,Low,Low,Unlimited,Hosteller,63,No,28,Fail
54,59,2,4.5,4.7,Medium,Medium,Unlimited,DayScholar,23,Yes,32,Fail
37,53,4,5.2,7.6,Medium,Medium,Limited,DayScholar,71,No,18,Fail
34,59,0,6.0,5.5,High,High,Unlimited,Hosteller,2,Yes,9,Fail
39,73,1,7.7,9.6,Low,Medium,Limited,Hosteller,35,No,25,Fail
47,98,9,8.7,5.4,High,High,Unlimited,DayScholar,42,No,22,Fail
49,77,9,8.5,7.8,Low,High,Limited,Hosteller,53,No,30,Fail
49,96,10,2.4,4.7,Medium,Low,Limited,Hosteller,7,Yes,24,Fail
33,80,1,3.1,8.4,High,Medium,Limited,Hosteller,69,No,18,Fail
37,71,5,7.3,9.9,Medium,Medium,Limited,Hosteller,26,No,20,Fail
39,89,7,6.1,3.4,Low,Low,Unlimited,Hosteller,112,Yes,16,Fail
38,81,6,4.2,4.3,Medium,Medium,Limited,DayScholar,26,Yes,13,Fail
51,91,5,8.3,3.5,Low,Low,Limited,Hosteller,68,No,27,Fail
34,70,4,7.9,7.8,Low,Low,Limited,DayScholar,74,No,21,Fail
31,91,8,5.0,9.6,Low,Low,Limited,Hosteller,14,No,22,Fail
49,91,2,5.3,6.9,Low,Medium,Limited,Hosteller,85,No,29,Fail
47,66,0,3.0,6.8,Low,Medium,Limited,Hosteller,11,Yes,26,Fail
39,80,1,7.8,5.4,Low,Low,Limited,Hosteller,61,Yes,26,Fail
31,76,2,2.6,7.0,Low,Low,Limited,DayScholar,45,Yes,19,Fail
47,82,1,4.7,8.3,High,Medium,Unlimited,DayScholar,43,No,22,Fail
37,100,2,8.2,8.3,Low,High,Limited,Hosteller,71,Yes,15,Fail
46,52,2,2.0,4.5,Low,Low,Unlimited,DayScholar,59,Yes,22,Fail
38,96,0,1.6,7.3,Low,High,Unlimited,DayScholar,46,Yes,13,Fail
50,99,1,2.9,5.4,Medium,High,Unlimited,Hosteller,43,Yes,29,Fail
36,82,2,8.0,4.1,Low,High,Unlimited,DayScholar,17,Yes,23,Fail
53,78,5,7.0,4.4,Medium,Medium,Unlimited,DayScholar,78,Yes,29,Fail
33,98,4,7.7,7.8,Medium,High,Limited,DayScholar,91,Yes,15,Fail
55,91,4,9.1,7.5,High,Medium,Limited,DayScholar,3,Yes,30,Fail
39,95,0,2.2,8.4,Low,High,Limited,Hosteller,9,Yes,21,Fail
30,67,1,1.2,8.0,High,Low,Unlimited,Hosteller,58,No,6,Fail
31,73,0,5.8,7.0,High,Low,Unlimited,DayScholar,1,Yes,8,Fail
32,65,5,3.3,8.1,Low,Low,Limited,Hosteller,41,No,11,Fail
37,66,4,5.2,6.7,Medium,Low,Limited,DayScholar,19,Yes,13,Fail
41,82,0,4.1,6.3,High,Medium,Limited,Hosteller,80,Yes,24,Fail
49,90,5,7.0,8.4,Medium,Medium,Unlimited,Hosteller,86,No,33,Fail
36,94,2,4.0,8.0,Low,Medium,Unlimited,Hosteller,10,No,30,Fail
35,61,5,9.0,5.5,Medium,Low,Limited,DayScholar,82,No,23,Fail
38,95,1,9.8,3.9,Medium,Low,Limited,DayScholar,77,Yes,31,Fail
37,99,8,4.8,5.7,Medium,Low,Unlimited,Hosteller,90,Yes,16,Fail
37,90,8,6.7,9.4,High,Medium,Limited,DayScholar,22,Yes,16,Fail
50,83,2,8.7,5.1,Low,High,Limited,Hosteller,105,No,32,Fail
54,78,3,8.0,3.5,Medium,Medium,Limited,DayScholar,109,Yes,29,Fail
47,100,3,4.1,6.2,High,Medium,Limited,DayScholar,36,No,26,Fail
40,74,6,8.7,6.0,High,Low,Unlimited,DayScholar,86,No,20,Fail
52,94,1,2.0,7.5,Medium,Medium,Limited,DayScholar,76,No,33,Fail
41,64,1,8.6,5.4,Medium,High,Unlimited,DayScholar,106,No,18,Fail
53,81,4,9.3,7.0,Medium,High,Unlimited,DayScholar,13,Yes,33,Fail
35,68,3,3.1,6.7,Low,Medium,Limited,Hosteller,41,Yes,12,Fail
35,62,2,6.0,5.8,Medium,Low,Unlimited,Hosteller,66,No,13,Fail
48,85,5,7.2,5.9,Medium,High,Limited,DayScholar,116,Yes,26,Fail
55,56,0,3.8,4.6,Low,High,Limited,DayScholar,99,No,33,Fail
34,97,8,3.5,7.1,Low,Medium,Unlimited,DayScholar,70,No,12,Fail
30,90,2,4.0,3.8,High,Low,Limited,DayScholar,13,Yes,16,Fail
48,59,1,3.5,5.6,Low,Medium,Unlimited,Hosteller,16,No,30,Fail
39,93,3,5.4,4.5,High,Medium,Limited,DayScholar,21,Yes,14,Fail
36,80,0,6.2,7.2,Low,High,Unlimited,DayScholar,117,No,22,Fail
43,79,1,7.7,8.9,High,Medium,Limited,Hosteller,101,No,34,Fail
50,84,2,0.1,3.4,Medium,Low,Limited,DayScholar,3,No,27,Fail
46,52,6,8.0,8.8,Medium,Low,Limited,Hosteller,74,No,23,Fail
32,54,1,7.5,6.1,Low,Low,Unlimited,DayScholar,4,Yes,15,Fail
42,81,0,2.4,3.3,High,Low,Unlimited,Hosteller,70,No,21,Fail
39,98,2,7.8,3.2,Medium,Medium,Limited,DayScholar,48,Yes,28,Fail
42,91,2,9.8,9.2,Low,High,Limited,Hosteller,108,Yes,27,Fail
38,78,4,5.3,5.9,Low,Low,Unlimited,Hosteller,37,No,23,Fail
57,94,3,6.8,4.7,Medium,High,Limited,Hosteller,28,Yes,34,Fail
36,78,2,8.5,9.3,Low,High,Unlimited,Hosteller,8,No,21,Fail
50,97,0,2.4,9.9,Medium,Low,Limited,DayScholar,33,No,31,Fail
